state,cases,date
Washington,72161,2020-09-04
West Virginia,9540,2020-09-04
Wisconsin,77092,2020-09-04
Wyoming,3684,2020-09-04
Alabama,119254,2020-09-05
Alaska,4895,2020-09-05
American Samoa,0,2020-09-05
Arizona,199459,2020-09-05
Arkansas,58023,2020-09-05
California,679099,2020-09-05
Colorado,55994,2020-09-05
Connecticut,52220,2020-09-05
Delaware,16976,2020-09-05
District of Columbia,13722,2020-09-05
Florida,602113,2020-09-05
Georgia,260590,2020-09-05
Guam,1232,2020-09-05
Hawaii,6738,2020-09-05
Idaho,30780,2020-09-05
Illinois,227044,2020-09-05
Indiana,89359,2020-09-05
Iowa,58215,2020-09-05
Kansas,39937,2020-09-05
Kentucky,45230,2020-09-05
Louisiana,145661,2020-09-05
Maine,4416,2020-09-05
Marshall Islands,0,2020-09-05
Maryland,106063,2020-09-05
Massachusetts,126503,2020-09-05
Michigan,109480,2020-09-05
Micronesia,0,2020-09-05
Minnesota,72390,2020-09-05
Mississippi,80695,2020-09-05
Missouri,78062,2020-09-05
Montana,6785,2020-09-05
Nebraska,32727,2020-09-05
Nevada,66938,2020-09-05
New Hampshire,7159,2020-09-05
New Jersey,190306,2020-09-05
New Mexico,24732,2020-09-05
New York,432458,2020-09-05
North Carolina,158985,2020-09-05
North Dakota,10800,2020-09-05
Northern Marianas,54,2020-09-05
Ohio,117584,2020-09-05
Oklahoma,59715,2020-09-05
Oregon,25571,2020-09-05
Palau,0,2020-09-05
Pennsylvania,130536,2020-09-05
Puerto Rico,31383,2020-09-05
Rhode Island,21454,2020-09-05
South Carolina,114093,2020-09-05
South Dakota,11571,2020-09-05
Tennessee,147353,2020-09-05
Texas,592137,2020-09-05
Utah,50870,2020-09-05
Vermont,1577,2020-09-05
Virgin Islands,1052,2020-09-05
Virginia,116579,2020-09-05
Washington,72161,2020-09-05
West Virginia,9540,2020-09-05
Wisconsin,77092,2020-09-05
Wyoming,3684,2020-09-05
Alabama,119254,2020-09-05
Alaska,4895,2020-09-05
American Samoa,0,2020-09-05
Arizona,199459,2020-09-05
Arkansas,58023,2020-09-05
California,679099,2020-09-05
Colorado,55994,2020-09-05
Connecticut,52220,2020-09-05
Delaware,16976,2020-09-05
District of Columbia,13722,2020-09-05
Florida,602113,2020-09-05
Georgia,260590,2020-09-05
Guam,1232,2020-09-05
Hawaii,6738,2020-09-05
Idaho,30780,2020-09-05
Illinois,227044,2020-09-05
Indiana,89359,2020-09-05
Iowa,58215,2020-09-05
Kansas,39937,2020-09-05
Kentucky,45230,2020-09-05
Louisiana,145661,2020-09-05
Maine,4416,2020-09-05
Marshall Islands,0,2020-09-05
Maryland,106063,2020-09-05
Massachusetts,126503,2020-09-05
Michigan,109480,2020-09-05
Micronesia,0,2020-09-05
Minnesota,72390,2020-09-05
Mississippi,80695,2020-09-05
Missouri,78062,2020-09-05
Montana,6785,2020-09-05
Nebraska,32727,2020-09-05
Nevada,66938,2020-09-05
New Hampshire,7159,2020-09-05
New Jersey,190306,2020-09-05
New Mexico,24732,2020-09-05
New York,432458,2020-09-05
North Carolina,158985,2020-09-05
North Dakota,10800,2020-09-05
Northern Marianas,54,2020-09-05
Ohio,117584,2020-09-05
Oklahoma,59715,2020-09-05
Oregon,25571,2020-09-05
Palau,0,2020-09-05
Pennsylvania,130536,2020-09-05
Puerto Rico,31383,2020-09-05
Rhode Island,21454,2020-09-05
South Carolina,114093,2020-09-05
South Dakota,11571,2020-09-05
Tennessee,147353,2020-09-05
Texas,592137,2020-09-05
Utah,50870,2020-09-05
Vermont,1577,2020-09-05
Virgin Islands,1052,2020-09-05
Virginia,116579,2020-09-05
Washington,72161,2020-09-05
West Virginia,9540,2020-09-05
Wisconsin,77092,2020-09-05
Wyoming,3684,2020-09-05
Alabama,119254,2020-09-06
Alaska,4895,2020-09-06
American Samoa,0,2020-09-06
Arizona,199459,2020-09-06
Arkansas,58023,2020-09-06
California,679099,2020-09-06
Colorado,55994,2020-09-06
Connecticut,52220,2020-09-06
Delaware,16976,2020-09-06
District of Columbia,13722,2020-09-06
Florida,602113,2020-09-06
Georgia,260590,2020-09-06
Guam,1232,2020-09-06
Hawaii,6738,2020-09-06
Idaho,30780,2020-09-06
Illinois,227044,2020-09-06
Indiana,89359,2020-09-06
Iowa,58215,2020-09-06
Kansas,39937,2020-09-06
Kentucky,45230,2020-09-06
Louisiana,145661,2020-09-06
Maine,4416,2020-09-06
Marshall Islands,0,2020-09-06
Maryland,106063,2020-09-06
Massachusetts,126503,2020-09-06
Michigan,109480,2020-09-06
Micronesia,0,2020-09-06
Minnesota,72390,2020-09-06
Mississippi,80695,2020-09-06
Missouri,78062,2020-09-06
Montana,6785,2020-09-06
Nebraska,32727,2020-09-06
Nevada,66938,2020-09-06
New Hampshire,7159,2020-09-06
New Jersey,190306,2020-09-06
New Mexico,24732,2020-09-06
New York,432458,2020-09-06
North Carolina,158985,2020-09-06
North Dakota,10800,2020-09-06
Northern Marianas,54,2020-09-06
Ohio,117584,2020-09-06
Oklahoma,59715,2020-09-06
Oregon,25571,2020-09-06
Palau,0,2020-09-06
Pennsylvania,130536,2020-09-06
Puerto Rico,31383,2020-09-06
Rhode Island,21454,2020-09-06
South Carolina,114093,2020-09-06
South Dakota,11571,2020-09-06
Tennessee,147353,2020-09-06
Texas,592137,2020-09-06
Utah,50870,2020-09-06
Vermont,1577,2020-09-06
Virgin Islands,1052,2020-09-06
Virginia,116579,2020-09-06
Washington,72161,2020-09-06
West Virginia,9540,2020-09-06
Wisconsin,77092,2020-09-06
Wyoming,3684,2020-09-06
Alabama,119254,2020-09-06
Alaska,4895,2020-09-06
American Samoa,0,2020-09-06
Arizona,199459,2020-09-06
Arkansas,58023,2020-09-06
California,679099,2020-09-06
Colorado,55994,2020-09-06
Connecticut,52220,2020-09-06
Delaware,16976,2020-09-06
District of Columbia,13722,2020-09-06
Florida,602113,2020-09-06
Georgia,260590,2020-09-06
Guam,1232,2020-09-06
Hawaii,6738,2020-09-06
Idaho,30780,2020-09-06
Illinois,227044,2020-09-06
Indiana,89359,2020-09-06
Iowa,58215,2020-09-06
Kansas,39937,2020-09-06
Kentucky,45230,2020-09-06
Louisiana,145661,2020-09-06
Maine,4416,2020-09-06
Marshall Islands,0,2020-09-06
Maryland,106063,2020-09-06
Massachusetts,126503,2020-09-06
Michigan,109480,2020-09-06
Micronesia,0,2020-09-06
Minnesota,72390,2020-09-06
Mississippi,80695,2020-09-06
Missouri,78062,2020-09-06
Montana,6785,2020-09-06
Nebraska,32727,2020-09-06
Nevada,66938,2020-09-06
New Hampshire,7159,2020-09-06
New Jersey,190306,2020-09-06
New Mexico,24732,2020-09-06
New York,432458,2020-09-06
North Carolina,158985,2020-09-06
North Dakota,10800,2020-09-06
Northern Marianas,54,2020-09-06
Ohio,117584,2020-09-06
Oklahoma,59715,2020-09-06
Oregon,25571,2020-09-06
Palau,0,2020-09-06
Pennsylvania,130536,2020-09-06
Puerto Rico,31383,2020-09-06
Rhode Island,21454,2020-09-06
South Carolina,114093,2020-09-06
South Dakota,11571,2020-09-06
Tennessee,147353,2020-09-06
Texas,592137,2020-09-06
Utah,50870,2020-09-06
Vermont,1577,2020-09-06
Virgin Islands,1052,2020-09-06
Virginia,116579,2020-09-06
Washington,72161,2020-09-06
West Virginia,9540,2020-09-06
Wisconsin,77092,2020-09-06
Wyoming,3684,2020-09-06
Alabama,119254,2020-09-07
Alaska,4895,2020-09-07
American Samoa,0,2020-09-07
Arizona,199459,2020-09-07
Arkansas,58023,2020-09-07
California,679099,2020-09-07
Colorado,55994,2020-09-07
Connecticut,52220,2020-09-07
Delaware,16976,2020-09-07
District of Columbia,13722,2020-09-07
Florida,602113,2020-09-07
Georgia,260590,2020-09-07
Guam,1232,2020-09-07
Hawaii,6738,2020-09-07
Idaho,30780,2020-09-07
Illinois,227044,2020-09-07
Indiana,89359,2020-09-07
Iowa,58215,2020-09-07
Kansas,39937,2020-09-07
Kentucky,45230,2020-09-07
Louisiana,145661,2020-09-07
Maine,4416,2020-09-07
Marshall Islands,0,2020-09-07
Maryland,106063,2020-09-07
Massachusetts,126503,2020-09-07
Michigan,109480,2020-09-07
Micronesia,0,2020-09-07
Minnesota,72390,2020-09-07
Mississippi,80695,2020-09-07
Missouri,78062,2020-09-07
Montana,6785,2020-09-07
Nebraska,32727,2020-09-07
Nevada,66938,2020-09-07
New Hampshire,7159,2020-09-07
New Jersey,190306,2020-09-07
New Mexico,24732,2020-09-07
New York,432458,2020-09-07
North Carolina,158985,2020-09-07
North Dakota,10800,2020-09-07
Northern Marianas,54,2020-09-07
Ohio,117584,2020-09-07
Oklahoma,59715,2020-09-07
Oregon,25571,2020-09-07
Palau,0,2020-09-07
Pennsylvania,130536,2020-09-07
Puerto Rico,31383,2020-09-07
Rhode Island,21454,2020-09-07
South Carolina,114093,2020-09-07
South Dakota,11571,2020-09-07
Tennessee,147353,2020-09-07
Texas,592137,2020-09-07
Utah,50870,2020-09-07
Vermont,1577,2020-09-07
Virgin Islands,1052,2020-09-07
Virginia,116579,2020-09-07
Washington,72161,2020-09-07
West Virginia,9540,2020-09-07
Wisconsin,77092,2020-09-07
Wyoming,3684,2020-09-07
Alabama,119254,2020-09-07
Alaska,4895,2020-09-07
American Samoa,0,2020-09-07
Arizona,199459,2020-09-07
Arkansas,58023,2020-09-07
California,679099,2020-09-07
Colorado,55994,2020-09-07
Connecticut,52220,2020-09-07
Delaware,16976,2020-09-07
District of Columbia,13722,2020-09-07
Florida,602113,2020-09-07
Georgia,260590,2020-09-07
Guam,1232,2020-09-07
Hawaii,6738,2020-09-07
Idaho,30780,2020-09-07
Illinois,227044,2020-09-07
Indiana,89359,2020-09-07
Iowa,58215,2020-09-07
Kansas,39937,2020-09-07
Kentucky,45230,2020-09-07
Louisiana,145661,2020-09-07
Maine,4416,2020-09-07
Marshall Islands,0,2020-09-07
Maryland,106063,2020-09-07
Massachusetts,126503,2020-09-07
Michigan,109480,2020-09-07
Micronesia,0,2020-09-07
Minnesota,72390,2020-09-07
Mississippi,80695,2020-09-07
Missouri,78062,2020-09-07
Montana,6785,2020-09-07
Nebraska,32727,2020-09-07
Nevada,66938,2020-09-07
New Hampshire,7159,2020-09-07
New Jersey,190306,2020-09-07
New Mexico,24732,2020-09-07
New York,432458,2020-09-07
North Carolina,158985,2020-09-07
North Dakota,10800,2020-09-07
Northern Marianas,54,2020-09-07
Ohio,117584,2020-09-07
Oklahoma,59715,2020-09-07
Oregon,25571,2020-09-07
Palau,0,2020-09-07
Pennsylvania,130536,2020-09-07
Puerto Rico,31383,2020-09-07
Rhode Island,21454,2020-09-07
South Carolina,114093,2020-09-07
South Dakota,11571,2020-09-07
Tennessee,147353,2020-09-07
Texas,592137,2020-09-07
Utah,50870,2020-09-07
Vermont,1577,2020-09-07
Virgin Islands,1052,2020-09-07
Virginia,116579,2020-09-07
Washington,72161,2020-09-07
West Virginia,9540,2020-09-07
Wisconsin,77092,2020-09-07
Wyoming,3684,2020-09-07
Alabama,119254,2020-09-08
Alaska,4895,2020-09-08
American Samoa,0,2020-09-08
Arizona,199459,2020-09-08
Arkansas,58023,2020-09-08
California,679099,2020-09-08
Colorado,55994,2020-09-08
Connecticut,52220,2020-09-08
Delaware,16976,2020-09-08
District of Columbia,13722,2020-09-08
Florida,602113,2020-09-08
Georgia,260590,2020-09-08
Guam,1232,2020-09-08
Hawaii,6738,2020-09-08
Idaho,30780,2020-09-08
Illinois,227044,2020-09-08
Indiana,89359,2020-09-08
Iowa,58215,2020-09-08
Kansas,39937,2020-09-08
Kentucky,45230,2020-09-08
Louisiana,145661,2020-09-08
Maine,4416,2020-09-08
Marshall Islands,0,2020-09-08
Maryland,106063,2020-09-08
Massachusetts,126503,2020-09-08
Michigan,109480,2020-09-08
Micronesia,0,2020-09-08
Minnesota,72390,2020-09-08
Mississippi,80695,2020-09-08
Missouri,78062,2020-09-08
Montana,6785,2020-09-08
Nebraska,32727,2020-09-08
Nevada,66938,2020-09-08
New Hampshire,7159,2020-09-08
New Jersey,190306,2020-09-08
New Mexico,24732,2020-09-08
New York,432458,2020-09-08
North Carolina,158985,2020-09-08
North Dakota,10800,2020-09-08
Northern Marianas,54,2020-09-08
Ohio,117584,2020-09-08
Oklahoma,59715,2020-09-08
Oregon,25571,2020-09-08
Palau,0,2020-09-08
Pennsylvania,130536,2020-09-08
Puerto Rico,31383,2020-09-08
Rhode Island,21454,2020-09-08
South Carolina,114093,2020-09-08
South Dakota,11571,2020-09-08
Tennessee,147353,2020-09-08
Texas,592137,2020-09-08
Utah,50870,2020-09-08
Vermont,1577,2020-09-08
Virgin Islands,1052,2020-09-08
Virginia,116579,2020-09-08
Washington,72161,2020-09-08
West Virginia,9540,2020-09-08
Wisconsin,77092,2020-09-08
Wyoming,3684,2020-09-08
Alabama,119254,2020-09-08
Alaska,4895,2020-09-08
American Samoa,0,2020-09-08
Arizona,199459,2020-09-08
Arkansas,58023,2020-09-08
California,679099,2020-09-08
Colorado,55994,2020-09-08
Connecticut,52220,2020-09-08
Delaware,16976,2020-09-08
District of Columbia,13722,2020-09-08
Florida,602113,2020-09-08
Georgia,260590,2020-09-08
Guam,1232,2020-09-08
Hawaii,6738,2020-09-08
Idaho,30780,2020-09-08
Illinois,227044,2020-09-08
Indiana,89359,2020-09-08
Iowa,58215,2020-09-08
Kansas,39937,2020-09-08
Kentucky,45230,2020-09-08
Louisiana,145661,2020-09-08
Maine,4416,2020-09-08
Marshall Islands,0,2020-09-08
Maryland,106063,2020-09-08
Massachusetts,126503,2020-09-08
Michigan,109480,2020-09-08
Micronesia,0,2020-09-08
Minnesota,72390,2020-09-08
Mississippi,80695,2020-09-08
Missouri,78062,2020-09-08
Montana,6785,2020-09-08
Nebraska,32727,2020-09-08
Nevada,66938,2020-09-08
New Hampshire,7159,2020-09-08
New Jersey,190306,2020-09-08
New Mexico,24732,2020-09-08
New York,432458,2020-09-08
North Carolina,158985,2020-09-08
North Dakota,10800,2020-09-08
Northern Marianas,54,2020-09-08
Ohio,117584,2020-09-08
Oklahoma,59715,2020-09-08
Oregon,25571,2020-09-08
Palau,0,2020-09-08
Pennsylvania,130536,2020-09-08
Puerto Rico,31383,2020-09-08
Rhode Island,21454,2020-09-08
South Carolina,114093,2020-09-08
South Dakota,11571,2020-09-08
Tennessee,147353,2020-09-08
Texas,592137,2020-09-08
Utah,50870,2020-09-08
Vermont,1577,2020-09-08
Virgin Islands,1052,2020-09-08
Virginia,116579,2020-09-08
Washington,72161,2020-09-08
West Virginia,9540,2020-09-08
Wisconsin,77092,2020-09-08
Wyoming,3684,2020-09-08
Alabama,119254,2020-09-08
Alaska,4895,2020-09-08
American Samoa,0,2020-09-08
Arizona,199459,2020-09-08
Arkansas,58023,2020-09-08
California,679099,2020-09-08
Colorado,55994,2020-09-08
Connecticut,52220,2020-09-08
Delaware,16976,2020-09-08
District of Columbia,13722,2020-09-08
Florida,602113,2020-09-08
Georgia,260590,2020-09-08
Guam,1232,2020-09-08
Hawaii,6738,2020-09-08
Idaho,30780,2020-09-08
Illinois,227044,2020-09-08
Indiana,89359,2020-09-08
Iowa,58215,2020-09-08
Kansas,39937,2020-09-08
Kentucky,45230,2020-09-08
Louisiana,145661,2020-09-08
Maine,4416,2020-09-08
Marshall Islands,0,2020-09-08
Maryland,106063,2020-09-08
Massachusetts,126503,2020-09-08
Michigan,109480,2020-09-08
Micronesia,0,2020-09-08
Minnesota,72390,2020-09-08
Mississippi,80695,2020-09-08
Missouri,78062,2020-09-08
Montana,6785,2020-09-08
Nebraska,32727,2020-09-08
Nevada,66938,2020-09-08
New Hampshire,7159,2020-09-08
New Jersey,190306,2020-09-08
New Mexico,24732,2020-09-08
New York,432458,2020-09-08
North Carolina,158985,2020-09-08
North Dakota,10800,2020-09-08
Northern Marianas,54,2020-09-08
Ohio,117584,2020-09-08
Oklahoma,59715,2020-09-08
Oregon,25571,2020-09-08
Palau,0,2020-09-08
Pennsylvania,130536,2020-09-08
Puerto Rico,31383,2020-09-08
Rhode Island,21454,2020-09-08
South Carolina,114093,2020-09-08
South Dakota,11571,2020-09-08
Tennessee,147353,2020-09-08
Texas,592137,2020-09-08
Utah,50870,2020-09-08
Vermont,1577,2020-09-08
Virgin Islands,1052,2020-09-08
Virginia,116579,2020-09-08
Washington,72161,2020-09-08
West Virginia,9540,2020-09-08
Wisconsin,77092,2020-09-08
Wyoming,3684,2020-09-08
Alabama,119254,2020-09-08
Alaska,4895,2020-09-08
American Samoa,0,2020-09-08
Arizona,199459,2020-09-08
Arkansas,58023,2020-09-08
California,679099,2020-09-08
Colorado,55994,2020-09-08
Connecticut,52220,2020-09-08
Delaware,16976,2020-09-08
District of Columbia,13722,2020-09-08
Florida,602113,2020-09-08
Georgia,260590,2020-09-08
Guam,1232,2020-09-08
Hawaii,6738,2020-09-08
Idaho,30780,2020-09-08
Illinois,227044,2020-09-08
Indiana,89359,2020-09-08
Iowa,58215,2020-09-08
Kansas,39937,2020-09-08
Kentucky,45230,2020-09-08
Louisiana,145661,2020-09-08
Maine,4416,2020-09-08
Marshall Islands,0,2020-09-08
Maryland,106063,2020-09-08
Massachusetts,126503,2020-09-08
Michigan,109480,2020-09-08
Micronesia,0,2020-09-08
Minnesota,72390,2020-09-08
Mississippi,80695,2020-09-08
Missouri,78062,2020-09-08
Montana,6785,2020-09-08
Nebraska,32727,2020-09-08
Nevada,66938,2020-09-08
New Hampshire,7159,2020-09-08
New Jersey,190306,2020-09-08
New Mexico,24732,2020-09-08
New York,432458,2020-09-08
North Carolina,158985,2020-09-08
North Dakota,10800,2020-09-08
Northern Marianas,54,2020-09-08
Ohio,117584,2020-09-08
Oklahoma,59715,2020-09-08
Oregon,25571,2020-09-08
Palau,0,2020-09-08
Pennsylvania,130536,2020-09-08
Puerto Rico,31383,2020-09-08
Rhode Island,21454,2020-09-08
South Carolina,114093,2020-09-08
South Dakota,11571,2020-09-08
Tennessee,147353,2020-09-08
Texas,592137,2020-09-08
Utah,50870,2020-09-08
Vermont,1577,2020-09-08
Virgin Islands,1052,2020-09-08
Virginia,116579,2020-09-08
Washington,72161,2020-09-08
West Virginia,9540,2020-09-08
Wisconsin,77092,2020-09-08
Wyoming,3684,2020-09-08
Alabama,119254,2020-09-09
Alaska,4895,2020-09-09
American Samoa,0,2020-09-09
Arizona,199459,2020-09-09
Arkansas,58023,2020-09-09
California,679099,2020-09-09
Colorado,55994,2020-09-09
Connecticut,52220,2020-09-09
Delaware,16976,2020-09-09
District of Columbia,13722,2020-09-09
Florida,602113,2020-09-09
Georgia,260590,2020-09-09
Guam,1232,2020-09-09
Hawaii,6738,2020-09-09
Idaho,30780,2020-09-09
Illinois,227044,2020-09-09
Indiana,89359,2020-09-09
Iowa,58215,2020-09-09
Kansas,39937,2020-09-09
Kentucky,45230,2020-09-09
Louisiana,145661,2020-09-09
Maine,4416,2020-09-09
Marshall Islands,0,2020-09-09
Maryland,106063,2020-09-09
Massachusetts,126503,2020-09-09
Michigan,109480,2020-09-09
Micronesia,0,2020-09-09
Minnesota,72390,2020-09-09
Mississippi,80695,2020-09-09
Missouri,78062,2020-09-09
Montana,6785,2020-09-09
Nebraska,32727,2020-09-09
Nevada,66938,2020-09-09
New Hampshire,7159,2020-09-09
New Jersey,190306,2020-09-09
New Mexico,24732,2020-09-09
New York,432458,2020-09-09
North Carolina,158985,2020-09-09
North Dakota,10800,2020-09-09
Northern Marianas,54,2020-09-09
Ohio,117584,2020-09-09
Oklahoma,59715,2020-09-09
Oregon,25571,2020-09-09
Palau,0,2020-09-09
Pennsylvania,130536,2020-09-09
Puerto Rico,31383,2020-09-09
Rhode Island,21454,2020-09-09
South Carolina,114093,2020-09-09
South Dakota,11571,2020-09-09
Tennessee,147353,2020-09-09
Texas,592137,2020-09-09
Utah,50870,2020-09-09
Vermont,1577,2020-09-09
Virgin Islands,1052,2020-09-09
Virginia,116579,2020-09-09
Washington,72161,2020-09-09
West Virginia,9540,2020-09-09
Wisconsin,77092,2020-09-09
Wyoming,3684,2020-09-09
Alabama,119254,2020-09-09
Alaska,4895,2020-09-09
American Samoa,0,2020-09-09
Arizona,199459,2020-09-09
Arkansas,58023,2020-09-09
California,679099,2020-09-09
Colorado,55994,2020-09-09
Connecticut,52220,2020-09-09
Delaware,16976,2020-09-09
District of Columbia,13722,2020-09-09
Florida,602113,2020-09-09
Georgia,260590,2020-09-09
Guam,1232,2020-09-09
Hawaii,6738,2020-09-09
Idaho,30780,2020-09-09
Illinois,227044,2020-09-09
Indiana,89359,2020-09-09
Iowa,58215,2020-09-09
Kansas,39937,2020-09-09
Kentucky,45230,2020-09-09
Louisiana,145661,2020-09-09
Maine,4416,2020-09-09
Marshall Islands,0,2020-09-09
Maryland,106063,2020-09-09
Massachusetts,126503,2020-09-09
Michigan,109480,2020-09-09
Micronesia,0,2020-09-09
Minnesota,72390,2020-09-09
Mississippi,80695,2020-09-09
Missouri,78062,2020-09-09
Montana,6785,2020-09-09
Nebraska,32727,2020-09-09
Nevada,66938,2020-09-09
New Hampshire,7159,2020-09-09
New Jersey,190306,2020-09-09
New Mexico,24732,2020-09-09
New York,432458,2020-09-09
North Carolina,158985,2020-09-09
North Dakota,10800,2020-09-09
Northern Marianas,54,2020-09-09
Ohio,117584,2020-09-09
Oklahoma,59715,2020-09-09
Oregon,25571,2020-09-09
Palau,0,2020-09-09
Pennsylvania,130536,2020-09-09
Puerto Rico,31383,2020-09-09
Rhode Island,21454,2020-09-09
South Carolina,114093,2020-09-09
South Dakota,11571,2020-09-09
Tennessee,147353,2020-09-09
Texas,592137,2020-09-09
Utah,50870,2020-09-09
Vermont,1577,2020-09-09
Virgin Islands,1052,2020-09-09
Virginia,116579,2020-09-09
Washington,72161,2020-09-09
West Virginia,9540,2020-09-09
Wisconsin,77092,2020-09-09
Wyoming,3684,2020-09-09
Alabama,119254,2020-09-10
Alaska,4895,2020-09-10
American Samoa,0,2020-09-10
Arizona,199459,2020-09-10
Arkansas,58023,2020-09-10
California,679099,2020-09-10
Colorado,55994,2020-09-10
Connecticut,52220,2020-09-10
Delaware,16976,2020-09-10
District of Columbia,13722,2020-09-10
Florida,602113,2020-09-10
Georgia,260590,2020-09-10
Guam,1232,2020-09-10
Hawaii,6738,2020-09-10
Idaho,30780,2020-09-10
Illinois,227044,2020-09-10
Indiana,89359,2020-09-10
Iowa,58215,2020-09-10
Kansas,39937,2020-09-10
Kentucky,45230,2020-09-10
Louisiana,145661,2020-09-10
Maine,4416,2020-09-10
Marshall Islands,0,2020-09-10
Maryland,106063,2020-09-10
Massachusetts,126503,2020-09-10
Michigan,109480,2020-09-10
Micronesia,0,2020-09-10
Minnesota,72390,2020-09-10
Mississippi,80695,2020-09-10
Missouri,78062,2020-09-10
Montana,6785,2020-09-10
Nebraska,32727,2020-09-10
Nevada,66938,2020-09-10
New Hampshire,7159,2020-09-10
New Jersey,190306,2020-09-10
New Mexico,24732,2020-09-10
New York,432458,2020-09-10
North Carolina,158985,2020-09-10
North Dakota,10800,2020-09-10
Northern Marianas,54,2020-09-10
Ohio,117584,2020-09-10
Oklahoma,59715,2020-09-10
Oregon,25571,2020-09-10
Palau,0,2020-09-10
Pennsylvania,130536,2020-09-10
Puerto Rico,31383,2020-09-10
Rhode Island,21454,2020-09-10
South Carolina,114093,2020-09-10
South Dakota,11571,2020-09-10
Tennessee,147353,2020-09-10
Texas,592137,2020-09-10
Utah,50870,2020-09-10
Vermont,1577,2020-09-10
Virgin Islands,1052,2020-09-10
Virginia,116579,2020-09-10
Washington,72161,2020-09-10
West Virginia,9540,2020-09-10
Wisconsin,77092,2020-09-10
Wyoming,3684,2020-09-10
Alabama,119254,2020-09-10
